x1;x2;x3;y
3.745401188473625;9.50714306409916;7.319939418114051;0.322870822908202
5.986584841970366;1.5601864044243652;1.5599452033620265;9.860273806717323
0.5808361216819946;8.661761457749352;6.011150117432088;-1.9006669462263734
7.080725777960454;0.20584494295802447;9.699098521619943;-32.68902024300509
8.324426408004218;2.1233911067827616;1.8182496720710062;14.972996042746223
1.8340450985343382;3.0424224295953772;5.247564316322379;-12.347293679864578
4.319450186421157;2.9122914019804194;6.118528947223795;-12.21361008767516
1.3949386065204183;2.9214464853521815;3.663618432936917;-5.7992842009989545
4.56069984217036;7.851759613930136;1.9967378215835974;23.75202665716688
5.142344384136116;5.924145688620425;0.46450412719997725;26.688771648386037
6.075448519014383;1.7052412368729153;0.6505159298527952;15.001835383524664
9.488855372533333;9.656320330745594;8.08397348116461;8.442495607748844
3.0461376917337066;0.9767211400638387;6.842330265121569;-24.284142373265826
4.4015249373960135;1.2203823484477883;4.951769101112702;-11.202118902492535
0.34388521115218396;9.093204020787821;2.587799816000169;16.095579428769422
6.62522284353982;3.1171107608941098;5.200680211778108;-2.3624282479098304
5.4671027934327965;1.8485445552552704;9.695846277645586;-31.01760154671367
7.7513282336111455;9.394989415641891;8.948273504276488;-0.11908394322030184
5.978999788110851;9.218742350231167;0.884925020519195;36.12088893285345
1.959828624191452;0.45227288910538066;3.2533033076326436;-10.039992042831251
3.8867728968948203;2.713490317738959;8.287375091519294;-24.51301337764873
3.567533266935893;2.8093450968738076;5.426960831582485;-10.528783148879201
1.4092422497476265;8.021969807540398;0.7455064367977082;24.18890121347145
9.868869366005173;7.722447692966574;1.987156815341724;33.925284513590626
0.05522117123602399;8.154614284548341;7.068573438476172;-9.67760894013115
7.2900716804098735;7.712703466859457;0.7404465173409036;35.06360055803275
3.5846572854427263;1.1586905952512971;8.631034258755935;-31.498914126638052
6.232981268275579;3.308980248526492;0.6355835028602363;20.23732991707632
3.109823217156622;3.2518332202674705;7.29606178338064;-19.521242809301985
6.3755747135521315;8.872127425763265;4.722149251619493;16.706331644196823
1.195942459383017;7.13244787222995;7.607850486168974;-13.278829359658733
5.612771975694963;7.70967179954561;4.937955963643907;10.71634875390009
5.227328293819941;4.275410183585496;0.2541912674409519;22.912809498917564
1.0789142699330445;0.3142918568673425;6.364104112637804;-27.796601924619523
3.143559810763267;5.085706911647028;9.07566473926093;-22.924882811432678
2.4929222914887497;4.103829230356297;7.555511385430487;-19.57207889264225
2.2879816549162246;0.7697990982879299;2.8975145291376805;-6.531119924189961
1.6122128725400442;9.29697652342573;8.08120379564417;-8.249932090987567
6.334037565104235;8.714605901877178;8.036720768991145;-0.3768762432982559
1.8657005888603584;8.925589984899778;5.393422419156507;4.460625868767713
8.074401551640625;8.960912999234932;3.1800347497186388;28.129691527416217
1.1005192452767676;2.279351625419417;4.271077886262563;-11.321601710344916
8.18014765922493;8.607305832563434;0.06952130531190703;42.76924666356263
5.107473025775658;4.17411003148779;2.2210781047073027;12.618655952325767
1.198653673336828;3.3761517140362796;9.429097039125192;-33.64002175996399
3.2320293202075523;5.187906217433661;7.030189588951778;-12.100000632432359
3.63629602379294;9.717820827209607;9.624472949421111;-10.669291487717325
2.5178229582536416;4.972485058923855;3.0087830981676964;5.818246404394772
2.848404943774676;0.36886947354532795;6.095643339798968;-22.699875867884213
5.026790232288615;0.5147875124998935;2.7864646423661146;-1.3092082266108156
9.082658859666537;2.395618906669724;1.448948720912231;19.10805808649711
4.89452760277563;9.856504541106007;2.4205527151150044;28.327103221531925
6.721355474058786;7.616196153287175;2.3763754399239967;25.441160934682898
7.282163486118596;3.677831327192532;6.3230583059357945;-5.0848836904478985
6.335297107608947;5.357746840747585;0.902897700544083;25.143459984220325
8.35302495589238;3.2078006497173583;1.8651851039985423;18.032010196585386
0.40775141554763916;5.908929431882418;6.775643618422825;-14.430624703263266
0.16587828927856152;5.12093058299281;2.2649577519793795;5.386914683893349
6.451727904094499;1.7436642900499144;6.90937738102466;-15.324392178499567
3.867353463005374;9.367299887367345;1.3752094414599325;29.9756542163883
3.410663510502585;1.1347352124058907;9.246936182785628;-35.031514270463994
8.77339353380981;2.579416277151556;6.59984046034179;-6.68550875894619
8.172222002012159;5.5520081159946235;5.296505783560065;7.509590012306164
2.418522909004517;0.9310276780589921;8.972157579533267;-36.221535687617134
9.004180571633304;6.33101457273268;3.390297910487007;21.13820827078492
3.492095746126609;7.259556788702394;8.971102599525771;-15.115430611708303
8.870864242651173;7.798755458576238;6.420316461542877;10.128650666081455
0.8413996499504883;1.6162871409461377;8.985541885270793;-37.314978575223364
6.0642905965958995;0.09197051616629648;1.014715428660321;8.270073825346943
6.635017691080558;0.05061583846218687;1.6080805141749865;6.295352586847775
