0,0001495;0,490047
0,000149501;0,489065
0,0001495021;0,487985
0,0001495032;0,486904
0,0001495043;0,485824
0,0001495054;0,484743
0,0001495065;0,483663
0,0001495076;0,482583
0,0001495087;0,481502
0,0001495098;0,480422
0,0001495109;0,479341
0,000149512;0,478261
0,0001495131;0,477181
0,0001495142;0,4761
0,0001495153;0,47502
0,0001495164;0,473939
0,0001495175;0,472859
0,0001495186;0,471779
0,0001495197;0,470698
0,0001495208;0,469618
0,0001495219;0,468537
0,000149523;0,467457
0,0001495241;0,466377
0,0001495252;0,465296
0,0001495263;0,464216
0,0001495274;0,463135
0,0001495285;0,462055
0,0001495296;0,460975
0,0001495307;0,459894
0,0001495318;0,458814
0,0001495329;0,457733
0,000149534;0,456653
0,0001495351;0,455573
0,0001495362;0,454492
0,0001495373;0,453412
0,0001495384;0,452331
0,0001495395;0,451251
0,0001495406;0,45017
0,0001495417;0,44909
0,0001495428;0,44801
0,0001495439;0,446929
0,000149545;0,445849
0,0001495461;0,444768
0,0001495472;0,443688
0,0001495483;0,442608
0,0001495494;0,441527
0,0001495505;0,440447
0,0001495516;0,439366
0,0001495527;0,438286
0,0001495538;0,437206
0,0001495549;0,436125
0,000149556;0,435045
0,0001495571;0,433964
0,0001495582;0,432884
0,0001495593;0,431804
0,0001495604;0,430723
0,0001495615;0,429643
0,0001495626;0,428562
0,0001495637;0,427482
0,0001495648;0,426402
0,0001495659;0,425321
0,000149567;0,424241
0,0001495681;0,42316
0,0001495692;0,42208
0,0001495703;0,421
0,0001495714;0,419919
0,0001495725;0,418839
0,0001495736;0,417758
0,0001495747;0,416678
0,0001495758;0,415597
0,0001495769;0,414517
0,000149578;0,413437
0,0001495791;0,412356
0,0001495802;0,411276
0,0001495813;0,410195
0,0001495824;0,409115
0,0001495835;0,408035
0,0001495846;0,406954
0,0001495857;0,405874
0,0001495868;0,404793
0,0001495879;0,403713
0,000149589;0,402633
0,0001495901;0,401552
0,0001495912;0,400472
0,0001495923;0,399391
0,0001495934;0,398311
0,0001495945;0,397231
0,0001495956;0,39615
0,0001495967;0,39507
0,0001495978;0,393989
0,0001495989;0,392909
0,0001496;0,391829
0,0001496011;0,390748
