-0,1425638017;-1,98535
0,3877728272;-1,98535
0,5816195992;-1,98509
0,6595448458;-1,98445
0,7178089675;-1,98325
0,7728497881;-1,98075
0,8249867027;-1,97571
0,8805027485;-1,96398
0,9322886404;-1,94042
0,9859047173;-1,88737
1,042696798;-1,75487
1,099575942;-1,41388
1,14155909;-0,843358
1,149164933;-0,695741
1,16437662;-0,340898
1,168179541;-0,234599
1,175785385;-0,0014145
1,175799051;-0,00102078
1,175826383;-0,000236752
1,17584605;3,84782e-005
1,175865491;8,80708e-005
1,175890095;0,000132639
1,175903141;0,000605213
1,175911856;0,00275652
1,175915424;0,00290393
1,175918897;0,00293585
1,175922414;0,00301894
1,175925862;0,00312832
1,175932757;0,00335615
1,175940038;0,00359551
1,175983722;0,00502477
1,176158457;0,0107376
1,176391436;0,0183769
1,176819863;0,0325131
1,177471838;0,0542545
1,178632095;0,0936466
1,180593252;0,162336
1,184032103;0,289524
1,189816693;0,524692
1,201385873;1,09037
1,204122116;1,2479
1,209594601;1,58546
1,210962722;1,67611
1,213698965;1,86365
1,21481131;1,94249
1,215363832;1,98195
1,215444694;1,98744
1,21549631;1,99007
1,215544423;1,99071
1,2158871;1,9909
1,218679959;1,99121
1,246984187;1,99131
1,405291674;1,99127
1,407017256;1,99127
1,407033131;1,99133
1,407033904;1,99144
1,407034184;1,99177
1,407034458;1,99307
1,407035101;1,99914
1,407035426;2,00165
1,407035553;2,00236
1,407035642;2,00246
1,407035756;2,00194
1,40703599;2,00026
1,407036456;1,99775
1,407037093;1,99541
1,40703775;1,99443
1,407038226;1,99629
1,407038533;1,99633
1,407039263;1,9944
1,407040417;1,99272
1,407041791;1,99196
1,407045897;1,99171
1,407150932;1,99179
1,424038705;1,99155
1,424898188;1,99148
1,425012278;1,99135
1,425099743;1,98943
1,425155158;1,98668
1,425207103;1,98468
1,425244366;1,98324
1,426151536;1,94795
1,433155241;1,67442
1,464339141;0,456241
1,474613865;0,0549346
1,475531251;0,019108
1,475898205;0,0047839
1,476024476;-6,46844e-006
1,476105739;-0,00203617
1,476135265;-0,00465917
1,476157226;-0,00535226
1,476172199;-0,00591298
1,47621541;-0,00760449
1,476372384;-0,0137407
1,477000281;-0,0382677
1,489985356;-0,545382
1,525161189;-1,91882
1,526937392;-1,98788
1,527121648;-1,99459
1,527165035;-1,99557
1,527222885;-1,99608
1,529249725;-1,99615
1,549337738;-1,9962
1,549408811;-1,99622
1,549420905;-1,99645
1,549424147;-1,99691
1,549425073;-1,99741
1,549425437;-1,99788
1,549425743;-1,99884
1,549426174;-2,00087
1,549426326;-2,0011
1,549426985;-2,00114
1,549427387;-2,00176
1,549427681;-2,00268
1,549428004;-2,00306
1,54945619;-2,00271
1,549576971;-2,00139
1,549749492;-2,00007
1,549763567;-2,00007
1,549773958;-2,00057
1,549775658;-2,001
1,549777699;-2,00255
1,549778729;-2,00394
1,549779548;-2,00642
